gene,region,n_f,n_m,mean_md,ci_lo,ci_hi,ci_width,bimod,skewness,crosses_zero
DRD2,Frontal Cortex,56,153,-0.03447885048689136,-0.13369494685373912,0.06439983869400234,0.19809478554774146,0.3372645141337752,-0.013148040919674926,1
DRD2,Cortex,74,181,-0.030291318607287593,-0.11292927210336665,0.05295394105292953,0.16588321315629617,0.32536040345094375,0.01980034272774623,1
DRD2,Caudate,63,183,-0.2720544131026365,-0.7048004993223463,0.12909823773174917,0.8338987370540956,0.3494846783705708,-0.10674949199054787,1
DRD2,Putamen,49,156,-0.21503538094919114,-0.6604235561365464,0.22385311416975884,0.8842766703063052,0.3246958793949343,-0.029254255970891613,1
DRD2,Nucleus Accumbens,64,182,-0.2256361351121051,-0.6525622235972536,0.19054133831723613,0.8431035619144898,0.34117170237745553,-0.0791419612410429,1
DRD2,Cerebellum,67,174,0.0013646600403634185,-0.08669722024771155,0.09092669946141595,0.1776239197091275,0.33945752533875395,0.08065379876595084,1
DRD2,Cerebellar Hemi.,58,157,-0.03372465793120088,-0.13953094778041528,0.07769003487699909,0.21722098265741435,0.33066077912380715,0.11610785308773769,1
DRD2,Substantia Nigra,38,101,0.37691080186566206,-0.30597785807449196,1.1085677300735968,1.4145455881480888,0.3401414812528124,0.09969791141767864,1
DRD2,Spinal Cord,57,102,-0.07129167771981336,-0.2151137723883901,0.08277437271114663,0.29788814509953676,0.3267099997907403,0.0877021670789501,1
HTR3A,Hypothalamus,55,147,-0.016302846224635233,-0.07788257174764249,0.040085907603802394,0.11796847935144489,0.3544914582422839,-0.19486356419853387,1
HTR3A,Amygdala,45,107,0.10342393192850341,-0.15900508061781718,0.39321081339101666,0.5522158940088339,0.32636946482666745,0.1242144936803362,1
HTR3A,Hippocampus,54,143,-0.20665619916647074,-0.4179674201271418,0.010650980291972752,0.42861840041911453,0.3357471242746636,0.08450410564727037,1
HTR3A,Ant. Cing. Ctx,48,128,-0.06611010535774507,-0.20711744652569367,0.07659846953842712,0.2837159160641208,0.3150989795742826,0.012528739803229466,1
HTR3A,Frontal Cortex,56,153,-0.12986921937156862,-0.2225546596169852,-0.04005704291201921,0.182497616704966,0.3480865027643187,-0.08900736429488817,0
HTR3A,Cortex,74,181,0.013707198689791046,-0.07372198102914874,0.09708113749026369,0.17080311851941243,0.30859216637020187,-0.022677362128275667,1
HTR3A,Caudate,63,183,-0.192711945745583,-0.43102120276685507,0.05715070191868129,0.48817190468553634,0.3324187203872659,0.11372883431758303,1
HTR3A,Putamen,49,156,-0.22042689318613543,-0.4807468138558405,0.048740936896906326,0.5294877507527468,0.3160025602207721,0.1281484005068435,1
HTR3A,Nucleus Accumbens,64,182,-0.11157391511457768,-0.35650324895842106,0.13938101390318025,0.4958842628616013,0.31225814162707644,0.021959905242421467,1
HTR3A,Cerebellum,67,174,0.0037616180092544544,-0.00732918132316274,0.01501718239495629,0.02234636371811903,0.33068401369717354,0.040275538423527504,1
HTR3A,Cerebellar Hemi.,58,157,0.019929789299292424,-0.007082650362475962,0.06331964220963078,0.07040229257210674,0.4401616520547382,0.79275799501882,1
HTR3A,Substantia Nigra,38,101,-0.008881800086995389,-0.025510487334851877,0.00707666103130172,0.0325871483661536,0.3199733711861087,-0.05557248057295369,1
HTR3A,Spinal Cord,57,102,0.020800260135121575,-0.004781531204931903,0.054241027893624824,0.05902255909855673,0.37851123283767385,0.5696081088382466,1
NTF3,Hypothalamus,55,147,0.026226300066880696,-0.034239631945759866,0.11093922582453294,0.14517885777029282,0.3931718657844344,0.5846905539443037,1
NTF3,Amygdala,45,107,0.04473549181998156,-0.023075269318780033,0.16254928624688716,0.1856245555656672,0.47737910793705596,0.9728915870724608,1
NTF3,Hippocampus,54,143,0.015803035599616405,-0.1747018863847689,0.208141725041993,0.38284361142676193,0.3338321112372972,0.042886375543338365,1
NTF3,Ant. Cing. Ctx,48,128,0.03569075999483399,-0.014420796233534277,0.11147310708827801,0.1258939033218123,0.4333416339123864,0.7216156112622327,1
NTF3,Frontal Cortex,56,153,-0.015381906561627318,-0.04457033864784219,0.016998198670844122,0.06156853731868631,0.3327613304588491,0.2446606535190591,1
NTF3,Cortex,74,181,-0.03402653987736577,-0.09093713596475089,0.0311658030770925,0.1221029390418434,0.31857459398409355,0.20158755969677566,1
NTF3,Caudate,63,183,0.00030919438205725903,-0.011890644165909858,0.013769401042180008,0.025660045208089864,0.35499530835820053,0.16605622994157815,1
NTF3,Putamen,49,156,-0.010108123033776967,-0.023812721409432847,0.0036116324131334884,0.027424353822566336,0.35614097407983514,0.0453682190144347,1
NTF3,Nucleus Accumbens,64,182,0.01969402607054948,0.0022697179611372146,0.038775018981694276,0.03650530102055706,0.3545415091189329,0.12527089949783357,0
NTF3,Cerebellum,67,174,-0.03761079206643419,-0.18733731844422277,0.10592893907882912,0.2932662575230519,0.3471432201171611,-0.07508737852829724,1
NTF3,Cerebellar Hemi.,58,157,-0.2225809139468738,-0.41435688857875763,-0.01868101447124729,0.3956758741075103,0.3419072615591412,0.11585307439281384,0
NTF3,Substantia Nigra,38,101,0.04724273791842997,-0.012734428748862705,0.1484901839598665,0.1612246127087292,0.4854338638277159,0.8777947996750914,1
NTF3,Spinal Cord,57,102,-0.006482039842812165,-0.09566327739723486,0.08708663203339254,0.1827499094306274,0.3389301502312014,0.06880995477623157,1
GAPDH,Hypothalamus,55,147,-0.0780780629601028,-0.31514003762203935,0.14597686898783888,0.46111690660987825,0.3268667161015815,-0.11232749481482333,1
GAPDH,Amygdala,45,107,0.04263068037942334,-0.22024430737113052,0.30897295164786137,0.5292172590189919,0.34694369799738045,-0.03435361688337162,1
GAPDH,Hippocampus,54,143,-0.16257058260614043,-0.4546384044712792,0.12272724927305634,0.5773656537443355,0.3244197169864548,-0.07666897119197437,1
GAPDH,Ant. Cing. Ctx,48,128,-0.01745392442901883,-0.25358126657336355,0.20309402396635406,0.4566752905397176,0.3150500457400778,-0.015332151584840921,1
GAPDH,Frontal Cortex,56,153,-0.07840322608682075,-0.2743345802556494,0.10366125643574271,0.3779958366913921,0.35193718743606295,-0.15424970538317492,1
GAPDH,Cortex,74,181,-0.06912954749059497,-0.20443937901858655,0.06895969153434353,0.2733990705529301,0.3428826092306935,-0.001171526437694431,1
GAPDH,Caudate,63,183,-0.05809517014513905,-0.26524815520472306,0.1413656134667655,0.4066137686714886,0.3354163122863503,-0.11607819074556058,1
GAPDH,Putamen,49,156,-0.048997955454098144,-0.2790465872650325,0.17703582388925607,0.4560824111542886,0.3338645053973103,-0.03589213468714938,1
GAPDH,Nucleus Accumbens,64,182,-0.07743908917727557,-0.3171739505276484,0.15839844851710994,0.47557239904475834,0.3147898347890445,-0.042397463302180735,1
GAPDH,Cerebellum,67,174,-0.08282944026027582,-0.2007196566996209,0.03246376949940819,0.2331834261990291,0.33614293967791853,-0.059116444707678836,1
GAPDH,Cerebellar Hemi.,58,157,-0.27590502983338605,-0.480941414039856,-0.09639145285017815,0.3845499611896779,0.31536838846040044,-0.200480313543769,0
GAPDH,Substantia Nigra,38,101,-0.0823367946164639,-0.36081175415068323,0.18786912582284387,0.5486808799735271,0.31707562915298065,-0.06861097300357401,1
GAPDH,Spinal Cord,57,102,-0.10327138535747551,-0.3024981338849505,0.10245008285587115,0.40494821674082165,0.335745847495629,0.02521668791615536,1
GRIN2B,Hypothalamus,55,147,-0.21607592119996882,-0.42714089185016796,-0.0070382576549333905,0.4201026341952346,0.3247792391463486,-0.03699208141887313,0
GRIN2B,Amygdala,45,107,0.09547813656220581,-0.18778004370188528,0.37164473190960134,0.5594247756114866,0.3576707994992473,-0.003433289995465466,1
GRIN2B,Hippocampus,54,143,-0.17716273549066683,-0.4956528380208366,0.16084165688599295,0.6564944949068295,0.3501458575066538,0.005614450313049386,1
GRIN2B,Ant. Cing. Ctx,48,128,-0.04155756056530999,-0.38620954346106906,0.2913634231945053,0.6775729666555743,0.32935109172013577,-0.06615125757342775,1
GRIN2B,Frontal Cortex,56,153,-0.249465463095043,-0.5629742664670403,0.06509274115650716,0.6280670076235475,0.3481869187862696,-0.0061684246328488,1
GRIN2B,Cortex,74,181,-0.17840405857818364,-0.39344369081348973,0.04747073881553747,0.4409144296290272,0.343137867386486,0.0643729618369951,1
GRIN2B,Caudate,63,183,-0.08861395594589798,-0.42455827453304246,0.22879665026942383,0.6533549248024663,0.32974539576295153,-0.053145384484700305,1
GRIN2B,Putamen,49,156,-0.14479848041497054,-0.4857469183797198,0.19440296737277318,0.680149885752493,0.32856838964882307,-0.050752880240135814,1
GRIN2B,Nucleus Accumbens,64,182,-0.1237457732418819,-0.46570703967000143,0.2137235853543933,0.6794306250243947,0.35093148906653693,-0.0030137909591480723,1
GRIN2B,Cerebellum,67,174,-0.09463649124876017,-0.1772146493898179,-0.007740587325341231,0.16947406206447668,0.32308832919038244,0.0730481259078762,0
GRIN2B,Cerebellar Hemi.,58,157,-0.030240439412464612,-0.15779548720720304,0.1010262129643797,0.25882170017158274,0.33925194826725025,0.09968658856922655,1
GRIN2B,Substantia Nigra,38,101,0.03305790899690069,-0.1399319879062373,0.21030583272591083,0.35023782063214814,0.3286367175251234,0.07534616181265374,1
GRIN2B,Spinal Cord,57,102,0.07305154161941302,-0.06563635872428286,0.23295405978990497,0.2985904185141878,0.3386661669541052,0.26490567717088087,1
LRRK2,Hypothalamus,55,147,0.008056472578731023,-0.1372823852339893,0.1480327569100724,0.28531514214406173,0.337109081663362,-0.06426864689143559,1
LRRK2,Amygdala,45,107,0.04948074774997549,-0.1085325079607167,0.20108188597254528,0.30961439393326196,0.34204440200896113,-0.07127742623307282,1
LRRK2,Hippocampus,54,143,0.013985595888902512,-0.12256452384477982,0.14216164205043566,0.26472616589521547,0.3476078236193591,-0.04396024290383353,1
LRRK2,Ant. Cing. Ctx,48,128,0.11271168447471283,-0.012263539303954973,0.24910277017765806,0.26136630948161305,0.34659180428824726,0.1803317366827496,1
LRRK2,Frontal Cortex,56,153,0.04093155616391067,-0.13371091364032844,0.20901369603508144,0.34272460967540985,0.32668154795840004,-0.045667880885344035,1
LRRK2,Cortex,74,181,-2.4622275837636876e-05,-0.09812996298195747,0.09957309425664214,0.1977030572385996,0.3273049635325242,0.08071198974107047,1
LRRK2,Caudate,63,183,0.0334759103266251,-0.13548955626205492,0.20193548530321176,0.33742504156526665,0.3560425531464512,-0.03627354806550294,1
LRRK2,Putamen,49,156,0.07334140028891181,-0.11429491782223113,0.26426504386627586,0.378559961688507,0.34820293289109683,0.04042328481867266,1
LRRK2,Nucleus Accumbens,64,182,0.036133111081908816,-0.12815019111178008,0.19135978581713187,0.3195099769289119,0.33660581937060985,-0.07978944614349753,1
LRRK2,Cerebellum,67,174,0.1519712168289483,0.061453670776256096,0.24281337978332346,0.18135970900706735,0.3411149401302809,-0.05371813205960777,0
LRRK2,Cerebellar Hemi.,58,157,0.1222487079420707,-0.0076473436049663305,0.258129185168015,0.2657765287729813,0.3415507655482339,0.07333428635910218,1
LRRK2,Substantia Nigra,38,101,0.12400021865594328,-0.07252696506758448,0.31144527659390864,0.38397224166149313,0.34634514145309236,-0.05558211676576197,1
LRRK2,Spinal Cord,57,102,-0.04851144280938337,-0.23817919091607037,0.13542304271416616,0.37360223363023654,0.3371076310172397,-0.07516994629109963,1
AVPR1A,Hypothalamus,55,147,0.042816523901429746,-0.06224805887223192,0.16083561839913946,0.22308367727137138,0.3488669614916906,0.14726668322246406,1
AVPR1A,Amygdala,45,107,0.07398104011062552,-0.0151947661189646,0.2026212849693772,0.2178160510883418,0.42767032906536423,0.6849844699622497,1
AVPR1A,Hippocampus,54,143,0.043155309362112974,-0.029246208612277433,0.12120434517367282,0.15045055378595024,0.33545550844976535,0.2331327729597639,1
AVPR1A,Ant. Cing. Ctx,48,128,0.07096513375717442,-0.0033693020975932714,0.16274793530232787,0.16611723739992112,0.37341128633584186,0.4528026300632818,1
AVPR1A,Frontal Cortex,56,153,0.06098849484424501,0.004077914573365729,0.1227024328179451,0.11862451824457937,0.3261398297182176,0.15949931047788524,0
AVPR1A,Cortex,74,181,0.04704455258791873,-0.025061857999814283,0.1444217489802769,0.16948360698009118,0.38259057043657,0.5474086806949086,1
AVPR1A,Caudate,63,183,0.02579157420252623,-0.002180367788644118,0.05539161723596703,0.057571985024611146,0.3376542346673951,0.08066793332276385,1
AVPR1A,Putamen,49,156,0.03961388213983225,0.008492348745425428,0.07252966344095253,0.0640373146955271,0.3331201683504893,0.11456936884908808,0
AVPR1A,Nucleus Accumbens,64,182,0.030325826020379525,-0.008821481627173002,0.0751997052156918,0.0840211868428648,0.3599692827093894,0.19415174626659956,1
AVPR1A,Cerebellum,67,174,0.02215652526042672,-0.036035501328649765,0.08406848650232858,0.12010398783097834,0.3309454934792112,0.2323264436927763,1
AVPR1A,Cerebellar Hemi.,58,157,0.008435632215810117,-0.03501587085500395,0.04712481334103314,0.0821406841960371,0.3211109005002541,-0.30237327698851924,1
AVPR1A,Substantia Nigra,38,101,0.11599334471080876,0.010002703210957337,0.2504321310309261,0.24042942781996876,0.3724213761204853,0.45572162364697333,0
AVPR1A,Spinal Cord,57,102,-0.00023085598015174164,-0.06517286718833502,0.06381443950140496,0.12898730668973998,0.3314720730249933,-0.046118419733013505,1
TPH2,Hypothalamus,55,147,0.00381571948236495,-0.04812743089077196,0.06471552597554789,0.11284295686631984,0.35219657156276213,0.32353241964587787,1
TPH2,Amygdala,45,107,0.004228892133810438,-0.016984213252409966,0.03118423964997452,0.04816845290238449,0.3640805234076491,0.4526037347458163,1
TPH2,Hippocampus,54,143,-0.013763898402509935,-0.06059263955185779,0.04119119624705693,0.10178383579891473,0.3494508865124531,0.23967007393291254,1
TPH2,Ant. Cing. Ctx,48,128,-0.010928601280722702,-0.04538030264231066,0.024239053769838623,0.06961935641214928,0.3347437246152565,0.03749691106151381,1
TPH2,Frontal Cortex,56,153,-0.005020361940939601,-0.04536469203870475,0.03640424699395042,0.08176893903265517,0.34359809003591557,0.06542952105776104,1
TPH2,Cortex,74,181,-0.003231752849991222,-0.022366559964507062,0.016689543410456715,0.03905610337496378,0.34201500874875707,0.14905422478952451,1
TPH2,Caudate,63,183,0.0004984353364581622,-0.00993380463527878,0.014893600841602107,0.024827405476880886,0.38441652442058005,0.7500665138707504,1
TPH2,Putamen,49,156,-0.001963548790580819,-0.006863057119691046,0.003121863888811242,0.009984921008502288,0.3332692584652047,0.057471682472238605,1
TPH2,Nucleus Accumbens,64,182,-0.0028407615630053787,-0.015070458167204722,0.010074699091937561,0.025145157259142285,0.33883945547099836,0.15114807260660792,1
TPH2,Cerebellum,67,174,-0.011092939912164479,-0.0218651598099421,-0.0005214158096571906,0.021343744000284912,0.33169120949317943,0.04333388716391566,0
TPH2,Cerebellar Hemi.,58,157,-0.0054441878563010315,-0.020107893989622826,0.009741698219549655,0.02984959220917248,0.3282604095163333,0.07680534179748846,1
TPH2,Substantia Nigra,38,101,-0.01876543577476002,-0.07838124219330617,0.036243582192946384,0.11462482438625254,0.319976340284399,-0.15118961224734762,1
TPH2,Spinal Cord,57,102,-0.01705742231845647,-0.04325166766755709,0.00838529294968074,0.051636960617237826,0.3141893018150653,-0.09093162116913191,1
NTS,Hypothalamus,55,147,-0.11494535095148561,-0.6876347117169372,0.44614216581330624,1.1337768775302435,0.34022115554678084,-0.012549314749493369,1
NTS,Amygdala,45,107,0.3493694520725544,-0.19699303193852577,0.9347056447286622,1.131698676667188,0.3376600913591944,0.1413315984905908,1
NTS,Hippocampus,54,143,-0.5877451046405562,-1.1102771412447205,-0.062185076378464446,1.0480920648662562,0.3511371888672947,0.06864060373788627,0
NTS,Ant. Cing. Ctx,48,128,-0.0025623999170299766,-0.10723015849324764,0.10663210959064907,0.21386226808389672,0.3477188755710228,0.035101871963640036,1
NTS,Frontal Cortex,56,153,0.0017863692675602074,-0.03429850271703142,0.03814489308347488,0.0724433958005063,0.3322760713376736,0.04995356564042259,1
NTS,Cortex,74,181,-0.0009326398285211517,-0.04452324637277921,0.047474674218080645,0.09199792059085986,0.3563478934130469,0.3377527394566897,1
NTS,Caudate,63,183,0.008672110856979796,-0.4433998291446694,0.47331876771295694,0.9167185968576264,0.31564560839248457,0.05669893071403219,1
NTS,Putamen,49,156,-0.10222360907868518,-0.24370723771507002,0.044939406099783974,0.288646643814854,0.33501734940665306,0.0877447354720138,1
NTS,Nucleus Accumbens,64,182,0.07643538374650591,-0.302085590751938,0.4756541849861595,0.7777397757380975,0.30769359450866884,0.1416664952614596,1
NTS,Cerebellum,67,174,0.059545285153498946,-0.09575753408527057,0.221006528059953,0.31676406214522357,0.3205488528575661,0.14053071266560327,1
NTS,Cerebellar Hemi.,58,157,0.09417801255992363,-0.2541443611250281,0.4548885967873323,0.7090329579123604,0.3337226232759646,0.09565657978942002,1
NTS,Substantia Nigra,38,101,-0.26814047940397334,-0.9347846610909541,0.42036339497058506,1.3551480560615392,0.33562727800597825,0.0700606762564074,1
NTS,Spinal Cord,57,102,0.12244497866609039,-0.4343017024818225,0.6631834650886992,1.0974851675705217,0.3321643335474407,-0.017702641500191643,1
CRY1,Hypothalamus,55,147,0.09239830482976379,-0.12036308852740776,0.315235189993166,0.43559827852057376,0.3347286918546073,0.11278317696325048,1
CRY1,Amygdala,45,107,0.09768917460552834,-0.11471596113145571,0.3204338343631323,0.435149795494588,0.329135689633837,0.06176756157666298,1
CRY1,Hippocampus,54,143,0.08388257188196145,-0.14004391637187327,0.31970208292769103,0.4597459992995643,0.32103295257314973,0.037780383911069956,1
CRY1,Ant. Cing. Ctx,48,128,0.04775968017739449,-0.1357262865809433,0.2344993533971661,0.3702256399781094,0.325985711397878,0.1274342241959285,1
CRY1,Frontal Cortex,56,153,0.12986950446499396,-0.04554402814380924,0.3094460263334051,0.3549900544772144,0.34162782434635164,0.041503714555611415,1
CRY1,Cortex,74,181,0.03394213637017958,-0.08103969921934899,0.14245246123845204,0.22349216045780101,0.3161498969701336,-0.06172686754555623,1
CRY1,Caudate,63,183,0.08585304432969128,-0.09149060054821119,0.2530693329549457,0.3445599335031569,0.3389242637866712,-0.03081998493283297,1
CRY1,Putamen,49,156,0.08581533740864092,-0.13708188586300818,0.31212194872228183,0.44920383458529,0.33692933342169695,0.052701135346651044,1
CRY1,Nucleus Accumbens,64,182,0.06814691315992621,-0.12460290132570734,0.26879310500796644,0.3933960063336738,0.316632011932134,0.0648222067403576,1
CRY1,Cerebellum,67,174,-0.011955293805985171,-0.1596517607052403,0.12955179792650795,0.28920355863174824,0.2948387469787086,-0.008299069669540627,1
CRY1,Cerebellar Hemi.,58,157,-0.2528727234400817,-0.4904631242058023,-0.014783099659421942,0.47568002454638036,0.32873447995043764,-0.03888080373779465,0
CRY1,Substantia Nigra,38,101,-0.11661134196861281,-0.3534640686701652,0.13491804200824548,0.4883821106784107,0.35294356629567014,0.07019279889486554,1
CRY1,Spinal Cord,57,102,-0.03503112388719011,-0.2175691924751676,0.14684799376194047,0.36441718623710806,0.3476862267104704,-0.057925758878531595,1
HTR2A,Hypothalamus,55,147,-0.2825415246982475,-0.5723495847704879,-0.003700264553776658,0.5686493202167112,0.3380703407658442,0.009070079217863793,0
HTR2A,Amygdala,45,107,0.03963806571899237,-0.29681139924471145,0.3780997863767471,0.6749111856214586,0.3189036140040971,0.024085492011020813,1
HTR2A,Hippocampus,54,143,-0.07809372795627244,-0.36586621365571664,0.22782583712790233,0.593692050783619,0.3318461647256108,0.1197711333552812,1
HTR2A,Ant. Cing. Ctx,48,128,-0.0545461133498882,-0.44043821534093636,0.3408472499438708,0.7812854652848071,0.34667861876827866,0.05098314391526158,1
HTR2A,Frontal Cortex,56,153,-0.1861769554512666,-0.5467588847025255,0.15117848458808364,0.6979373692906092,0.3450719171531815,-0.11142490602467449,1
HTR2A,Cortex,74,181,-0.11387530245522112,-0.34469695566709424,0.11956652552925898,0.4642634811963532,0.34901738998734017,0.010047867424560193,1
HTR2A,Caudate,63,183,0.008410838270077587,-0.23636751828257363,0.25941025972384396,0.4957777780064176,0.3303059180284313,0.05774601306217934,1
HTR2A,Putamen,49,156,0.13674458431075176,-0.001802338671279098,0.28762023857561825,0.28942257724689735,0.3288806882347397,0.23870799622864425,1
HTR2A,Nucleus Accumbens,64,182,0.04995208641143696,-0.170724378345045,0.2846924802142051,0.4554168585592501,0.3505319913813834,0.04505975736327893,1
HTR2A,Cerebellum,67,174,0.017944956049410623,-0.032409914719699166,0.07002363980924665,0.10243355452894581,0.33633901845947534,0.0019108965667921911,1
HTR2A,Cerebellar Hemi.,58,157,0.032116809482058854,-0.06368727616457613,0.15378086621545484,0.21746814238003098,0.3847557873295343,0.42434494342815016,1
HTR2A,Substantia Nigra,38,101,0.09211907277022834,-0.21434440469761087,0.4099798038481419,0.6243242085457528,0.35928832587749737,0.10556861289467061,1
HTR2A,Spinal Cord,57,102,-0.04123618052188202,-0.1931251617316498,0.11438916663704994,0.30751432836869974,0.3122921916069624,0.08223610463946092,1
ESR2,Hypothalamus,55,147,-0.026080442838407897,-0.0742981130150724,0.02545637502600962,0.09975448804108203,0.32872693223397903,0.04798422463388928,1
ESR2,Amygdala,45,107,0.030313748779245194,0.0017862288476858284,0.06931168329309188,0.06752545444540606,0.374644165470054,0.5871960733413879,0
ESR2,Hippocampus,54,143,0.0034870217209690938,-0.016186545510689092,0.022904780943698837,0.039091326454387926,0.3228009950981185,0.03366966639607354,1
ESR2,Ant. Cing. Ctx,48,128,0.0035691348294084766,-0.01880085921013643,0.02590223223809194,0.04470309144822837,0.3419639804719615,0.016200132610124495,1
ESR2,Frontal Cortex,56,153,0.006379694803319095,-0.01820183092016355,0.03266998952211759,0.05087182044228114,0.33894947953072435,0.17779366275253453,1
ESR2,Cortex,74,181,-0.0013632436679216788,-0.0244121927048057,0.02287107872172845,0.04728327142653415,0.3502703158888947,0.1022755536284192,1
ESR2,Caudate,63,183,-0.0025517173257860195,-0.021029007525158305,0.014819834931550892,0.0358488424567092,0.33039374324364573,0.03869800145063776,1
ESR2,Putamen,49,156,0.02795018121901362,-0.0012617797115721107,0.062479052937231765,0.06374083264880387,0.37807054078046093,0.4264327071515073,1
ESR2,Nucleus Accumbens,64,182,0.01503451433143451,-0.01331381339209295,0.04540111559504392,0.05871492898713687,0.33587395598102004,0.06737615733811964,1
ESR2,Cerebellum,67,174,0.019261089011651612,-0.032541737027238574,0.07001597252294578,0.10255770955018435,0.33215416655576885,-0.046996833269594133,1
ESR2,Cerebellar Hemi.,58,157,0.004725007066359884,-0.06550924726491383,0.07641886784823473,0.14192811511314857,0.349074929450015,0.12528711744904,1
ESR2,Substantia Nigra,38,101,0.0009881069514472232,-0.022810954963584554,0.02565439534173514,0.04846535030531969,0.32453875519924835,0.09703559713400502,1
ESR2,Spinal Cord,57,102,0.025330847656711154,-0.021185341174654905,0.07607353601106595,0.09725887718572085,0.35024646900307355,0.16572783584744877,1
NRXN3,Hypothalamus,55,147,-0.04744062986427012,-0.3059289049633609,0.21485854703877488,0.5207874520021358,0.33832079407311194,-0.003155659817586114,1
NRXN3,Amygdala,45,107,0.04210044181537485,-0.25567633328521516,0.34136430671107937,0.5970406399962945,0.3298125358135973,-0.011419062531005943,1
NRXN3,Hippocampus,54,143,-0.23570732619102028,-0.5276654162887346,0.060830268831594696,0.5884956851203293,0.3337857641082103,-0.011218882383367844,1
NRXN3,Ant. Cing. Ctx,48,128,-0.07958937160772135,-0.4190302599659265,0.2683674332803727,0.6873976932462993,0.33662373225411063,0.02536503937492462,1
NRXN3,Frontal Cortex,56,153,-0.25356250097794136,-0.5827563630010287,0.043551325625016464,0.6263076886260452,0.35145705451670095,-0.08251054832765727,1
NRXN3,Cortex,74,181,-0.20950513709745075,-0.4149552851380773,-0.009118883881715981,0.4058364012563613,0.34257231886252537,-0.03687926415568705,0
NRXN3,Caudate,63,183,-0.09822155087966104,-0.39363784813191016,0.19302504833495637,0.5866628964668665,0.31610619053870753,-0.026437051429004283,1
NRXN3,Putamen,49,156,-0.07191870035146297,-0.37924341161370856,0.23454673386447839,0.6137901454781869,0.3401906235061555,-0.08343222317853355,1
NRXN3,Nucleus Accumbens,64,182,-0.11818773899730846,-0.43421407929037553,0.1878026699252705,0.6220167492156461,0.3607328878565468,-0.06774314541884253,1
NRXN3,Cerebellum,67,174,-0.004682859772353368,-0.11654384356378608,0.10948947207320874,0.2260333156369948,0.34670476471803663,0.008609692416473013,1
NRXN3,Cerebellar Hemi.,58,157,-0.18928873742531502,-0.4037499414374594,0.009248450208524875,0.4129983916459843,0.35009211017747505,-0.12918720030457212,1
NRXN3,Substantia Nigra,38,101,0.17219123290832697,-0.24114017184140185,0.5827654219312117,0.8239055937726136,0.35274591127598276,0.0052262944722981,1
NRXN3,Spinal Cord,57,102,-0.06073640687835424,-0.28416542005665296,0.16245560645980062,0.4466210265164536,0.3424710576726324,0.0012404783547594863,1
GABRB3,Hypothalamus,55,147,-0.30161018230955405,-0.6179773992382553,0.012200214617164983,0.6301776138554204,0.3312502617396991,0.056690716229966236,1
GABRB3,Amygdala,45,107,0.052332013136935834,-0.3229644865262391,0.42511270996550676,0.7480771964917459,0.32462214907158293,-0.034695739505004555,1
GABRB3,Hippocampus,54,143,-0.20085176826236753,-0.5893434084108009,0.20072777177741127,0.7900711801882122,0.3199262932304514,0.03681518469669712,1
GABRB3,Ant. Cing. Ctx,48,128,-0.0939895850092085,-0.46984784508979766,0.272472930386299,0.7423207754760967,0.32472732109237545,-0.046047420888387716,1
GABRB3,Frontal Cortex,56,153,-0.23147943006929034,-0.5703066072211329,0.10592770075511435,0.6762343079762473,0.3262427144290483,-0.005706394307627582,1
GABRB3,Cortex,74,181,-0.12584940376050924,-0.35430544812694853,0.08092434904935064,0.43522979717629917,0.3325642363316981,-0.10767763876639007,1
GABRB3,Caudate,63,183,-0.1386806658748197,-0.5158998947178527,0.24222060022641387,0.7581204949442666,0.34887172467680666,0.049326978260656296,1
GABRB3,Putamen,49,156,-0.19134909988052515,-0.6091789380102021,0.23246586995476176,0.8416448079649639,0.3449872979619268,0.04132886267064665,1
GABRB3,Nucleus Accumbens,64,182,-0.12611986329859284,-0.5084922579407982,0.24954203499350247,0.7580342929343007,0.33226170180788395,-0.043126156500396216,1
GABRB3,Cerebellum,67,174,0.024076255861737436,-0.08810571670010182,0.13796896142758902,0.22607467812769083,0.32705814089416335,0.028144436888939948,1
GABRB3,Cerebellar Hemi.,58,157,-0.18680145897560385,-0.3818643727899106,0.003643267525031767,0.38550764031494233,0.3442328053706393,-0.06128132094935156,1
GABRB3,Substantia Nigra,38,101,0.021282319855316072,-0.24714740442460426,0.2892404852987747,0.5363878897233789,0.3382895575471356,0.1253167895210015,1
GABRB3,Spinal Cord,57,102,0.05033619653401055,-0.22634599980510559,0.3339874300732453,0.5603334298783509,0.3423490690786617,0.10301108469400148,1
GABRA5,Hypothalamus,55,147,-0.428493869179737,-0.8167260570895202,-0.037452724449295156,0.779273332640225,0.34740889302023403,0.05463120451059572,0
GABRA5,Amygdala,45,107,-0.12185553306435948,-0.6571061265349359,0.3977673451795427,1.0548734717144788,0.3418759608837767,-0.07230596590275068,1
GABRA5,Hippocampus,54,143,-0.19031876127553055,-0.6643031174774287,0.2668960892635451,0.9311992067409738,0.35071620933568654,-0.023862110349673993,1
GABRA5,Ant. Cing. Ctx,48,128,-0.039808340568785926,-0.44837153813864183,0.35477545662768756,0.8031469947663294,0.347809974065148,-0.06980394053783634,1
GABRA5,Frontal Cortex,56,153,-0.23179781955768713,-0.5874605816016849,0.11928830818385144,0.7067488897855363,0.3413036373785982,-0.0540793693060903,1
GABRA5,Cortex,74,181,-0.0960960832428822,-0.3297834708864368,0.12414867376619944,0.4539321446526362,0.33462425021312214,-0.17230759565555798,1
